,PV(W),SOC(%),Battery(W),Meter(W),Load(W),MPP1(A),MPP2(A),MPP1(V),MPP2(V),IT1(°C)
2024-01-19 00:00:00,0.0,4.0,0.0,-6296.0,6296.0,0.0,0.0,0.0,0.0,28.608333333333334
2024-01-19 01:00:00,0.0,4.0,0.0,-6875.0,6875.0,0.0,0.0,0.0,0.0,28.600000000000005
2024-01-19 02:00:00,0.0,4.0,0.0,-9299.0,9299.0,0.0,0.0,0.0,0.0,28.600000000000005
2024-01-19 03:00:00,0.0,4.0,0.0,-8400.0,8400.0,0.0,0.0,0.0,0.0,28.600000000000005
2024-01-19 04:00:00,0.0,6.5,-4049.54,-11685.0,7635.46,0.0,0.0,0.0,0.0,28.991666666666664
2024-01-19 05:00:00,0.0,8.0,0.0,-7051.0,7051.0,0.0,0.0,0.0,0.0,28.84166666666667
2024-01-19 06:00:00,0.0,8.0,0.0,-6829.0,6829.0,0.0,0.0,0.0,0.0,28.666666666666668
2024-01-19 07:00:00,0.0,8.0,0.0,-31903.0,31903.0,0.0,0.0,130.24166666666667,131.70833333333334,28.625
2024-01-19 08:00:00,306.24,8.0,0.0,-85007.0,85313.24,0.03333333333333333,0.016666666666666666,413.45000000000005,420.75,29.441666666666666
2024-01-19 09:00:00,6694.4,7.833333333333333,0.0,-81446.0,88140.4,0.4916666666666667,0.4916666666666667,550.4833333333333,583.1,30.84166666666667
2024-01-19 10:00:00,16908.21,7.0,0.0,-56402.0,73310.21,1.1333333333333333,1.2583333333333333,578.2833333333333,597.1083333333332,32.574999999999996
2024-01-19 11:00:00,17721.97,7.0,0.0,-75288.0,93009.97,1.1583333333333334,1.3,604.0333333333333,597.6333333333333,33.824999999999996
2024-01-19 12:00:00,32238.63,9.166666666666666,-7140.5,-3094.0,28192.13,2.025,2.3666666666666667,619.15,602.025,35.875
2024-01-19 13:00:00,55455.590000000004,12.666666666666666,14292.810000000001,-6708.0,76456.4,4.041666666666667,3.75,596.8166666666667,587.7666666666667,42.708333333333336
2024-01-19 14:00:00,66303.34,17.833333333333332,924.5300000000002,-7050.0,74277.87,5.933333333333334,3.341666666666667,588.0083333333333,603.4416666666667,43.26666666666667
2024-01-19 15:00:00,23668.84,7.166666666666667,-5466.84,-50552.0,68754.0,2.7916666666666665,0.6083333333333333,576.9,579.5916666666667,40.458333333333336
2024-01-19 16:00:00,3460.15,7.75,0.0,-80050.0,83510.15,0.47500000000000003,0.03333333333333333,560.125,415.80833333333334,37.574999999999996
2024-01-19 17:00:00,0.0,7.0,0.0,-17721.0,17721.0,0.0,0.0,119.71666666666665,110.075,34.291666666666664
2024-01-19 18:00:00,0.0,7.0,0.0,-14789.0,14789.0,0.0,0.0,0.0,0.0,32.458333333333336
2024-01-19 19:00:00,0.0,7.0,0.0,-11603.0,11603.0,0.0,0.0,0.0,0.0,31.525000000000002
2024-01-19 20:00:00,0.0,7.0,0.0,-9197.0,9197.0,0.0,0.0,0.0,0.0,30.96666666666667
2024-01-19 21:00:00,0.0,7.0,0.0,-8136.0,8136.0,0.0,0.0,0.0,0.0,30.675
2024-01-19 22:00:00,0.0,7.0,0.0,-8333.0,8333.0,0.0,0.0,0.0,0.0,30.425
2024-01-19 23:00:00,0.0,7.0,0.0,-7560.0,7560.0,0.0,0.0,0.0,0.0,30.258333333333336
2024-01-20 00:00:00,0.0,6.416666666666667,0.0,-7586.0,7586.0,0.0,0.0,0.0,0.0,30.125
2024-01-20 01:00:00,0.0,6.0,0.0,-6903.0,6903.0,0.0,0.0,0.0,0.0,30.03333333333333
2024-01-20 02:00:00,0.0,6.0,0.0,-9731.0,9731.0,0.0,0.0,0.0,0.0,30.0
2024-01-20 03:00:00,0.0,6.0,0.0,-7222.0,7222.0,0.0,0.0,0.0,0.0,29.924999999999997
2024-01-20 04:00:00,0.0,6.0,0.0,-7074.0,7074.0,0.0,0.0,0.0,0.0,29.88333333333333
2024-01-20 05:00:00,0.0,6.0,0.0,-7572.0,7572.0,0.0,0.0,0.0,0.0,29.8
2024-01-20 06:00:00,0.0,6.0,0.0,-10017.0,10017.0,0.0,0.0,0.0,0.0,29.741666666666664
2024-01-20 07:00:00,0.0,5.916666666666667,0.0,-7405.0,7405.0,0.0,0.0,157.95000000000002,161.41666666666666,29.808333333333334
2024-01-20 08:00:00,2642.25,5.0,0.0,-37472.0,40114.25,0.24166666666666667,0.13333333333333333,581.125,556.0500000000001,30.791666666666668
2024-01-20 09:00:00,17122.4,5.0,0.0,-23396.0,40518.4,0.75,1.8083333333333333,594.7833333333333,552.2083333333334,32.641666666666666
2024-01-20 10:00:00,39351.090000000004,5.0,-206.75,-8166.0,47310.340000000004,3.5500000000000003,2.433333333333333,593.9,476.9666666666667,36.84166666666667
2024-01-20 11:00:00,88146.31,20.666666666666668,-36921.34,206.0,51018.97,6.908333333333334,5.608333333333333,607.0666666666667,555.0749999999999,43.34166666666667
2024-01-20 12:00:00,112898.57,83.16666666666667,-71581.95,32562.0,8754.62,8.433333333333334,7.491666666666667,590.2166666666667,591.475,44.78333333333333
2024-01-20 13:00:00,99670.38,99.66666666666667,-13177.5,78284.0,8208.880000000001,8.266666666666667,5.883333333333333,581.1916666666667,596.6833333333333,45.64166666666667
2024-01-20 14:00:00,62240.43,99.91666666666667,-4679.11,50916.0,6645.32,6.641666666666667,2.1166666666666667,585.1916666666666,613.8000000000001,42.791666666666664
